FIPS,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
49057,Weber County,Utah,0.3964,0.03751527947549728,0.15225025002778086,0.7404434134469121,0.2763162173587851,0.065567469416427,0.12877895563407932,0.19077017741770075,0.2645631067961165,0.08451477179182292,0.017979578144687536
56001,Albany County,Wyoming,0.4838,-0.15653775322283608,0.1111111111111111,0.8012791472351766,0.1686208425720621,0.039068258882500366,0.1043956043956044,0.18453663793103448,0.07407407407407407,0.1762632197414806,0.002757890631529097
56003,Big Horn County,Wyoming,0.4114,-0.1311590802440169,0.0997184420459878,0.8565440547476476,0.18351883785337308,0.05954692556634304,0.2692307692307692,0.29196428571428573,0.7142857142857143,0.15934065934065933,0.014855072463768116
56005,Campbell County,Wyoming,0.3859,0.051173682106345306,0.19395739334056772,0.8570971252961137,0.41475473935143725,0.16468629380155908,0.05357142857142857,0.47409389442957917,,0.0768277571251549,0.007568286585785382
56007,Carbon County,Wyoming,0.4068,-0.09115785873097315,0.10415597742432016,0.7480320350468889,0.38610264462301036,0.1387627695800227,0.15730337078651685,0.2817974105102818,0.7352941176470589,0.17170111287758347,0.006361599074676498
56009,Converse County,Wyoming,0.3984,0.02881895332390382,0.17185289957567185,0.8789423847330469,0.3284488975495987,0.0350974930362117,0.0,0.11495246326707001,,0.03836317135549872,0.008815727882665002
56011,Crook County,Wyoming,0.3878,-0.06206896551724138,0.08312159709618874,0.9257371176632682,0.2812777022634596,0.03288100208768267,,0.4207920792079208,,0.0,0.009917110716400238
56013,Fremont County,Wyoming,0.4245,-0.13395361565300679,0.06813983717589109,0.6838992944520583,0.20026573028376193,0.17250024105679299,0.49246231155778897,0.15704387990762125,0.23529411764705882,0.057034220532319393,0.001352484514052314
56015,Goshen County,Wyoming,0.4267,-0.14835273229433812,0.08916946143223516,0.838151207115629,0.35324172277045096,0.08679245283018867,0.16981132075471697,0.21482602118003025,,0.0,0.002958079783637593
56017,Hot Springs County,Wyoming,0.3951,-0.15296912114014252,0.08123515439429929,0.8925476603119584,0.3145289130884279,0.08113590263691683,,0.37158469945355194,,0.0,0.0006898137502874224
56019,Johnson County,Wyoming,0.4887,-0.1402669352807857,0.14807353311508437,0.8864807872539832,0.3286858775307415,0.1326644370122631,0.0625,0.21382289416846653,,0.14473684210526316,0.0
56021,Laramie County,Wyoming,0.439,0.0007486656845460913,0.15152027434974763,0.7488436540531919,0.268036364209299,0.08184653774173425,0.17576870123910052,0.13312181902306827,0.1833616298811545,0.17431466030989273,0.0048303038006864115
56023,Lincoln County,Wyoming,0.3767,0.050072093328090185,0.17616987809673615,0.9137617459836314,0.3738726734645217,0.12342292923752057,0.0,0.2946518668012109,,0.09142857142857143,0.010661210424294637
56025,Natrona County,Wyoming,0.4426,-0.011855905152758778,0.1477124183006536,0.8501999849067995,0.24217098943323723,0.059376719523785704,0.08928571428571429,0.15582047685834502,0.9611650485436893,0.10709413369713507,0.004918647974910874
56027,Niobrara County,Wyoming,0.4389,-0.24253731343283583,0.08488805970149253,0.891869918699187,0.37643805951391174,0.07838983050847458,0.0,0.01818181818181818,,0.0,0.0029473684210526317
56029,Park County,Wyoming,0.4235,-0.06160919540229885,0.13134099616858239,0.8773679630497356,0.327705577150865,0.055930424351476986,0.022857142857142857,0.07924107142857142,1.0,0.1762917933130699,0.0006684256816182938
56031,Platte County,Wyoming,0.4378,-0.04636104636104636,0.14892514892514894,0.8476444650731028,0.22091739259986332,0.1709641255605381,0.0,0.6619915848527349,,0.0,0.009226660191817409
56033,Sheridan County,Wyoming,0.439,-0.06505433950711771,0.1358487677942752,0.9028419296895047,0.3483560133512559,0.05885714285714286,0.16049382716049382,0.22960932145305005,,0.0215633423180593,0.0035321424967201536
56035,Sublette County,Wyoming,0.5244,0.018406672418751796,0.17888984756974402,0.9054652880354506,0.391194583636155,0.0951231289232255,0.0,0.3841166936790924,,0.06701030927835051,0.002035684349179739
56037,Sweetwater County,Wyoming,0.4433,-0.005081114172023263,0.1569023569023569,0.7666294351101499,0.34105665004040464,0.07463470119870505,0.12547528517110265,0.2605820105820106,0.0,0.1869612068965517,0.010152540660672796
56039,Teton County,Wyoming,0.5431,0.22954898911353033,0.32296526697770866,0.7903709414889061,0.16308559351884466,0.09196448895970863,0.19727891156462585,0.37299126021990414,,0.13421052631578947,0.02550929235167977
56041,Uinta County,Wyoming,0.3615,-0.04389665172686528,0.10835750065910889,0.8652292417015477,0.5346810537240017,0.06799931658978302,0.6,0.23937246963562753,0.0,0.05806451612903226,0.006716301348466705
56043,Washakie County,Wyoming,0.3882,-0.12302284710017575,0.08670181605155243,0.8155339805825242,0.21516800000000003,0.02005730659025788,,0.16897506925207756,,0.0,0.0037889039242219214
56045,Weston County,Wyoming,0.4784,-0.077710386656558,0.13646702047005307,0.8541484716157205,0.48650476992531033,0.1865771812080537,,0.6,,,0.0012123048946810122
