FIPS,Tract,County,State,measure,value
16027020907,Census Tract 209.07,Canyon County,Idaho,Total,3604.0
16027020908,Census Tract 209.08,Canyon County,Idaho,Total,4636.0
16027020909,Census Tract 209.09,Canyon County,Idaho,Total,4127.0
16027020910,Census Tract 209.10,Canyon County,Idaho,Total,2148.0
16027021003,Census Tract 210.03,Canyon County,Idaho,Total,4657.0
16027021004,Census Tract 210.04,Canyon County,Idaho,Total,5864.0
16027021005,Census Tract 210.05,Canyon County,Idaho,Total,7149.0
16027021006,Census Tract 210.06,Canyon County,Idaho,Total,4719.0
16027021007,Census Tract 210.07,Canyon County,Idaho,Total,3368.0
16027021008,Census Tract 210.08,Canyon County,Idaho,Total,4246.0
16027021101,Census Tract 211.01,Canyon County,Idaho,Total,6268.0
16027021102,Census Tract 211.02,Canyon County,Idaho,Total,2943.0
16027021103,Census Tract 211.03,Canyon County,Idaho,Total,3130.0
16027021104,Census Tract 211.04,Canyon County,Idaho,Total,4879.0
16027021105,Census Tract 211.05,Canyon County,Idaho,Total,5569.0
16027021201,Census Tract 212.01,Canyon County,Idaho,Total,4650.0
16027021202,Census Tract 212.02,Canyon County,Idaho,Total,4026.0
16027021300,Census Tract 213,Canyon County,Idaho,Total,2996.0
16027021500,Census Tract 215,Canyon County,Idaho,Total,5969.0
16027021600,Census Tract 216,Canyon County,Idaho,Total,4403.0
16027021701,Census Tract 217.01,Canyon County,Idaho,Total,5761.0
16027021702,Census Tract 217.02,Canyon County,Idaho,Total,6121.0
16027021801,Census Tract 218.01,Canyon County,Idaho,Total,4348.0
16027021802,Census Tract 218.02,Canyon County,Idaho,Total,3194.0
16027021901,Census Tract 219.01,Canyon County,Idaho,Total,7531.0
16027021904,Census Tract 219.04,Canyon County,Idaho,Total,3565.0
16027021905,Census Tract 219.05,Canyon County,Idaho,Total,3880.0
16027021906,Census Tract 219.06,Canyon County,Idaho,Total,5880.0
16027021907,Census Tract 219.07,Canyon County,Idaho,Total,2878.0
16027022100,Census Tract 221,Canyon County,Idaho,Total,5103.0
16027022200,Census Tract 222,Canyon County,Idaho,Total,5565.0
16027022301,Census Tract 223.01,Canyon County,Idaho,Total,3199.0
16027022302,Census Tract 223.02,Canyon County,Idaho,Total,1340.0
16027022303,Census Tract 223.03,Canyon County,Idaho,Total,2710.0
16027022400,Census Tract 224,Canyon County,Idaho,Total,4969.0
16029960100,Census Tract 9601,Caribou County,Idaho,Total,4562.0
16029960200,Census Tract 9602,Caribou County,Idaho,Total,2496.0
16031950100,Census Tract 9501,Cassia County,Idaho,Total,2758.0
16031950200,Census Tract 9502,Cassia County,Idaho,Total,3472.0
16031950300,Census Tract 9503,Cassia County,Idaho,Total,5352.0
16031950400,Census Tract 9504,Cassia County,Idaho,Total,4442.0
16031950500,Census Tract 9505,Cassia County,Idaho,Total,5967.0
16031950600,Census Tract 9506,Cassia County,Idaho,Total,2868.0
16033950100,Census Tract 9501,Clark County,Idaho,Total,756.0
16035940001,Census Tract 9400.01,Clearwater County,Idaho,Total,2172.0
16035940002,Census Tract 9400.02,Clearwater County,Idaho,Total,3616.0
16035970100,Census Tract 9701,Clearwater County,Idaho,Total,3022.0
16037960200,Census Tract 9602,Custer County,Idaho,Total,4344.0
