FIPS,Tract,County,State,measure,value
16005000700,Census Tract 7,Bannock County,Idaho,Gini Coefficient,0.5131
16005000800,Census Tract 8,Bannock County,Idaho,Gini Coefficient,0.3749
16005000900,Census Tract 9,Bannock County,Idaho,Gini Coefficient,0.5209
16005001000,Census Tract 10,Bannock County,Idaho,Gini Coefficient,0.3716
16005001102,Census Tract 11.02,Bannock County,Idaho,Gini Coefficient,0.509
16005001103,Census Tract 11.03,Bannock County,Idaho,Gini Coefficient,0.3386
16005001104,Census Tract 11.04,Bannock County,Idaho,Gini Coefficient,0.3714
16005001200,Census Tract 12,Bannock County,Idaho,Gini Coefficient,0.3282
16005001300,Census Tract 13,Bannock County,Idaho,Gini Coefficient,0.4054
16005001400,Census Tract 14,Bannock County,Idaho,Gini Coefficient,0.4119
16005001500,Census Tract 15,Bannock County,Idaho,Gini Coefficient,0.3484
16005001601,Census Tract 16.01,Bannock County,Idaho,Gini Coefficient,0.4164
16005001602,Census Tract 16.02,Bannock County,Idaho,Gini Coefficient,0.3916
16005001603,Census Tract 16.03,Bannock County,Idaho,Gini Coefficient,0.4683
16005001700,Census Tract 17,Bannock County,Idaho,Gini Coefficient,0.3767
16005001900,Census Tract 19,Bannock County,Idaho,Gini Coefficient,0.4138
16005940000,Census Tract 9400,Bannock County,Idaho,Gini Coefficient,0.5493
16005981800,Census Tract 9818,Bannock County,Idaho,Gini Coefficient,0.4261
16007950100,Census Tract 9501,Bear Lake County,Idaho,Gini Coefficient,0.3975
16007950200,Census Tract 9502,Bear Lake County,Idaho,Gini Coefficient,0.4153
16009940000,Census Tract 9400,Benewah County,Idaho,Gini Coefficient,0.481
16009950100,Census Tract 9501,Benewah County,Idaho,Gini Coefficient,0.4193
16011940000,Census Tract 9400,Bingham County,Idaho,Gini Coefficient,0.4943
16011950101,Census Tract 9501.01,Bingham County,Idaho,Gini Coefficient,0.3626
16011950102,Census Tract 9501.02,Bingham County,Idaho,Gini Coefficient,0.5204
16011950200,Census Tract 9502,Bingham County,Idaho,Gini Coefficient,0.414
16011950300,Census Tract 9503,Bingham County,Idaho,Gini Coefficient,0.41
16011950400,Census Tract 9504,Bingham County,Idaho,Gini Coefficient,0.3424
16011950501,Census Tract 9505.01,Bingham County,Idaho,Gini Coefficient,0.2982
16011950502,Census Tract 9505.02,Bingham County,Idaho,Gini Coefficient,0.4348
16011950600,Census Tract 9506,Bingham County,Idaho,Gini Coefficient,0.3827
16011950700,Census Tract 9507,Bingham County,Idaho,Gini Coefficient,0.3961
16013960101,Census Tract 9601.01,Blaine County,Idaho,Gini Coefficient,0.3603
16013960102,Census Tract 9601.02,Blaine County,Idaho,Gini Coefficient,0.426
16013960201,Census Tract 9602.01,Blaine County,Idaho,Gini Coefficient,0.4115
16013960202,Census Tract 9602.02,Blaine County,Idaho,Gini Coefficient,0.4628
16013960301,Census Tract 9603.01,Blaine County,Idaho,Gini Coefficient,0.4741
16013960302,Census Tract 9603.02,Blaine County,Idaho,Gini Coefficient,0.4266
16013960501,Census Tract 9605.01,Blaine County,Idaho,Gini Coefficient,0.5542
16013960502,Census Tract 9605.02,Blaine County,Idaho,Gini Coefficient,0.593
16015950201,Census Tract 9502.01,Boise County,Idaho,Gini Coefficient,0.3286
16015950202,Census Tract 9502.02,Boise County,Idaho,Gini Coefficient,0.4011
16015950203,Census Tract 9502.03,Boise County,Idaho,Gini Coefficient,0.3393
16017950100,Census Tract 9501,Bonner County,Idaho,Gini Coefficient,0.5288
16017950201,Census Tract 9502.01,Bonner County,Idaho,Gini Coefficient,0.468
16017950202,Census Tract 9502.02,Bonner County,Idaho,Gini Coefficient,0.3629
16017950203,Census Tract 9502.03,Bonner County,Idaho,Gini Coefficient,0.4046
16017950300,Census Tract 9503,Bonner County,Idaho,Gini Coefficient,0.4469
16017950401,Census Tract 9504.01,Bonner County,Idaho,Gini Coefficient,0.4206
16017950402,Census Tract 9504.02,Bonner County,Idaho,Gini Coefficient,0.456
16017950403,Census Tract 9504.03,Bonner County,Idaho,Gini Coefficient,0.5277
16017950500,Census Tract 9505,Bonner County,Idaho,Gini Coefficient,0.449
16017950600,Census Tract 9506,Bonner County,Idaho,Gini Coefficient,0.5355
16017950701,Census Tract 9507.01,Bonner County,Idaho,Gini Coefficient,0.4155
16017950702,Census Tract 9507.02,Bonner County,Idaho,Gini Coefficient,0.5665
16017950801,Census Tract 9508.01,Bonner County,Idaho,Gini Coefficient,0.4183
