FIPS,Tract,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
16001001003,Census Tract 10.03,Ada County,Idaho,0.4664,-0.11589174184594032,0.15058986814712005,0.852501624431449,0.05826292395787447,0.035842293906810034,0.0,0.0,,,0.008576329331046312
16001001100,Census Tract 11,Ada County,Idaho,0.5214,-0.1509985387238188,0.09352167559668777,0.7338371116708649,0.06829293530279124,0.09977494373593399,0.0,0.3144016227180527,1.0,0.21287128712871287,0.02669902912621359
16001001201,Census Tract 12.01,Ada County,Idaho,0.4078,-0.009517335146159076,0.15635622025832766,0.8756132756132756,-0.202063760973356,0.05016722408026756,0.0,0.15416666666666667,0.0,0.0,0.009487103468722205
16001001203,Census Tract 12.03,Ada County,Idaho,0.3535,-0.03225806451612903,0.09020310633213859,0.6689622417478034,0.09138345813709214,0.008426966292134831,0.17587939698492464,0.14774281805745554,0.0,0.0,0.013052208835341365
16001001204,Census Tract 12.04,Ada County,Idaho,0.3231,-0.17300832342449465,0.014268727705112961,0.7495172413793103,-0.2605997158453601,0.0,,0.008333333333333333,,0.0,0.0026841634357291978
16001001401,Census Tract 14.01,Ada County,Idaho,0.4499,-0.08892763731473409,0.10897994768962511,0.844922039612305,0.26181098885572496,0.0,0.0,0.6010928961748634,,0.0,0.006462731581214994
16001001402,Census Tract 14.02,Ada County,Idaho,0.4531,-0.2294543063773833,0.02564102564102564,0.8288052373158756,-0.09228659905916836,0.05823293172690763,,0.15425531914893617,,0.0,0.03301384451544196
16001001500,Census Tract 15,Ada County,Idaho,0.3599,0.07004830917874397,0.17693236714975846,0.8813310496696843,0.36164511243155073,0.08124373119358075,0.0,0.08888888888888889,0.0,0.15151515151515152,0.0036410923276983093
16001001600,Census Tract 16,Ada County,Idaho,0.3572,-0.11170994610485056,0.03135717785399314,0.7004228800356109,0.17234545454545458,0.10666666666666667,0.0,0.0,0.0,0.0,0.018270120259019425
16001001701,Census Tract 17.01,Ada County,Idaho,0.3206,-0.19489559164733178,0.015081206496519721,0.7610004631773969,-0.2048477611940298,0.0,0.0,0.16759776536312848,0.0,0.36363636363636365,0.0
16001001702,Census Tract 17.02,Ada County,Idaho,0.3362,-0.22094361334867663,0.02186421173762946,0.7319787131107885,-0.02509043153699042,0.0,0.0,0.27918781725888325,,0.3838383838383838,0.021020251217636503
16001001800,Census Tract 18,Ada County,Idaho,0.4735,-0.1181021144920062,0.14182568334192883,0.8148921363952679,0.43275943820408436,0.012534818941504178,0.0,0.15079365079365079,,0.0,0.0
16001001900,Census Tract 19,Ada County,Idaho,0.3928,0.09632387156817124,0.14890646812470917,0.7243468383188186,0.3235192689024916,0.04132231404958678,0.0,0.32518597236981933,0.0,0.0,0.015791551519936834
16001002000,Census Tract 20,Ada County,Idaho,0.4677,-0.30079575596816976,0.041379310344827586,0.5486180155100417,-0.1547873886730622,0.03723008190618019,0.0,0.3863060016906171,0.0,0.45564516129032256,0.08609707884911047
16001002100,Census Tract 21,Ada County,Idaho,0.365,0.05603985056039851,0.17434620174346202,0.8065007618080243,0.17084075120136,0.047619047619047616,0.0,0.17142857142857143,0.0,0.0,0.023145712782745922
16001002223,Census Tract 22.23,Ada County,Idaho,0.3803,0.2908979089790898,0.3419434194341943,0.8764604481900019,0.19234285714285715,0.01729106628242075,,0.06043956043956044,,0.0,0.011425135297654841
16001002225,Census Tract 22.25,Ada County,Idaho,0.3379,0.1513859275053305,0.2046908315565032,0.8684703991427806,0.09659090909090906,0.0,,0.0,,0.0,0.004214667041303737
16001002226,Census Tract 22.26,Ada County,Idaho,0.3419,0.1810810810810811,0.24774774774774774,0.7214285714285714,0.21372756852691777,0.03439153439153439,0.0,0.0,0.0,0.0,0.0
16001002227,Census Tract 22.27,Ada County,Idaho,0.3047,0.05005107252298264,0.11542390194075587,0.8745467730239304,0.1848071247212878,0.025031289111389236,,0.2206896551724138,,1.0,0.0
16001002228,Census Tract 22.28,Ada County,Idaho,0.4796,0.2049808429118774,0.2193486590038314,0.8427762039660056,0.3313509933774834,0.026627218934911243,,0.0,,0.0,0.017180788754392814
16001002229,Census Tract 22.29,Ada County,Idaho,0.3492,0.09664209664209664,0.14905814905814907,0.8912922906267332,0.21471180588855854,0.0,,0.11475409836065574,,0.0,0.0075551526140828044
16001002230,Census Tract 22.30,Ada County,Idaho,0.3958,0.1105929380413058,0.1658894070619587,0.8023822414726584,0.3034318449512796,0.02834467120181406,0.0,0.0,0.0,0.0,0.017418617932609938
16001002231,Census Tract 22.31,Ada County,Idaho,0.3254,0.02998965873836608,0.08583247156153051,0.7844265439202148,0.31898013655198854,0.30686695278969955,0.0,0.6008064516129032,,0.2413793103448276,0.005233494363929146
16001002313,Census Tract 23.13,Ada County,Idaho,0.323,-0.038461538461538464,0.0463980463980464,0.7695765318192571,0.04133301931229394,0.012401352874859075,0.041666666666666664,0.10914454277286136,0.6875,0.6551724137931034,0.0061743640405038285
16001002314,Census Tract 23.14,Ada County,Idaho,0.4354,-0.033658536585365856,0.12,0.6901027582477015,0.0453579021970234,0.14537444933920704,0.0,0.3890086206896552,,0.09191176470588236,0.015332197614991482
16001002315,Census Tract 23.15,Ada County,Idaho,0.3754,-0.0021114864864864866,0.10810810810810811,0.7393040501996577,0.12246618457042224,0.03617363344051447,0.17197452229299362,0.13858267716535433,0.0,0.0,0.04376631198554507
16001002316,Census Tract 23.16,Ada County,Idaho,0.3998,-0.08524904214559387,0.07662835249042145,0.805921052631579,0.19839495767525372,0.05032822757111598,0.0,0.16475095785440613,1.0,0.0,0.03326315789473684
16001002317,Census Tract 23.17,Ada County,Idaho,0.321,-0.13879310344827586,0.016379310344827588,0.6503175723359209,0.06791551420668851,0.019230769230769232,0.0,0.3364632237871675,,0.12571428571428572,0.03874538745387454
16001002318,Census Tract 23.18,Ada County,Idaho,0.3965,-0.0794148380355277,0.09717868338557993,0.763671875,0.08787866499047003,0.10575635876840696,,0.2322435174746336,,0.22943722943722944,0.02226766643944558
16001002319,Census Tract 23.19,Ada County,Idaho,0.3022,-0.12398753894080997,0.030529595015576325,0.7710106382978723,0.4389274044362995,0.059202059202059204,,0.02710413694721826,,0.25806451612903225,0.0
16001002412,Census Tract 24.12,Ada County,Idaho,0.5498,-0.057711950970377936,0.18896833503575078,0.9140503228679582,-0.01135809351264716,0.0,1.0,0.0,,0.0,0.0
16001002414,Census Tract 24.14,Ada County,Idaho,0.4587,-0.011494252873563218,0.09291187739463602,0.7820726424525158,0.1347735678928289,0.04221954161640531,,0.455026455026455,,0.0,0.02843772498200144
16001002415,Census Tract 24.15,Ada County,Idaho,0.3701,0.0817490494296578,0.17680608365019013,0.8145421076852278,0.08480979676915057,0.05093833780160858,0.0,0.0,,0.0,0.0
16001002416,Census Tract 24.16,Ada County,Idaho,0.2954,0.0437625754527163,0.0920523138832998,0.8180993833877402,0.13837236573189937,0.0,0.17372881355932204,0.1752873563218391,1.0,0.0,0.018842786448420253
16001002417,Census Tract 24.17,Ada County,Idaho,0.4115,0.1088560885608856,0.1918819188191882,0.8398589065255732,0.5031740003255385,0.0,0.5833333333333334,0.0,,,0.002866356144750985
16001002418,Census Tract 24.18,Ada County,Idaho,0.4279,0.15756302521008403,0.22759103641456582,0.8194008559201141,0.1950626519543669,0.05927342256214149,0.25,0.0,,0.0,0.0
16001002419,Census Tract 24.19,Ada County,Idaho,0.3988,0.0648854961832061,0.22137404580152673,0.9265781630994311,0.1985560031402427,0.20408163265306123,0.0,0.0,0.0,0.0,0.0033755274261603376
16001010101,Census Tract 101.01,Ada County,Idaho,0.4245,0.4368421052631579,0.42894736842105263,0.7829808660624371,0.3924591225058397,0.0,0.0,0.0,,0.0,0.008697944122298365
16001010102,Census Tract 101.02,Ada County,Idaho,0.4306,0.312528682882056,0.3731069297843047,0.8994206630189894,0.4282130350702974,0.02695115103874228,,0.0,,0.0,0.0
16001010224,Census Tract 102.24,Ada County,Idaho,0.3754,0.3970489604292421,0.4460093896713615,0.8829861923706998,0.42499668420354564,0.0,0.5833333333333334,0.0,,0.0,0.0031130268199233715
16001010226,Census Tract 102.26,Ada County,Idaho,0.4337,0.09178321678321678,0.14685314685314685,0.8624305983960519,-0.07912479009498985,0.13058419243986255,0.016129032258064516,0.0,,0.0,0.0
16001010227,Census Tract 102.27,Ada County,Idaho,0.3473,0.02857142857142857,0.11127819548872181,0.8669076569175156,-0.6356128261897063,0.2995008319467554,0.0,0.0,,,0.0
16001010228,Census Tract 102.28,Ada County,Idaho,0.4469,0.020883534136546186,0.1389558232931727,0.6911764705882353,-0.12104334183173182,0.0,,0.012004801920768308,,0.22142857142857142,0.0
16001010229,Census Tract 102.29,Ada County,Idaho,0.4336,0.2912621359223301,0.3997715591090805,0.8348659003831418,0.36901370792756294,0.030534351145038167,0.0,0.0,,0.0,0.0014625992478061011
16001010230,Census Tract 102.30,Ada County,Idaho,0.4162,0.2555183946488294,0.3832775919732441,0.9175732217573221,0.41897201870704004,0.03646677471636953,,0.0,,0.0,0.007929704243463351
