FIPS,Tract,County,State,Total,Under 18,18 to 64,Over 64,White,Black,AIAN,Asian,NHOPI,Hispanic,Other_Races,Below 9th grade,High School,College,Advanced Degree
16001002416,Census Tract 24.16,Ada County,Idaho,5437,0.256023542394703,0.5885598675740298,0.15541659003126723,0.8620562810373368,0.039543866102630124,0.0038624241309545707,0.0027588743792532648,0.0,0.06510943535037704,0.026669118999448224,0.018426842684268425,0.9579207920792079,0.4381188118811881,0.12596259625962597
16001002417,Census Tract 24.17,Ada County,Idaho,2689,0.18743027147638527,0.555596876162142,0.25697285236147266,0.83674228337672,0.017106731126812942,0.0,0.05912978802528821,0.0,0.04685756786909632,0.04016362960208256,0.007067137809187279,0.9464916708732963,0.4729934376577486,0.21554770318021202
16001002418,Census Tract 24.18,Ada County,Idaho,3527,0.1536716756450241,0.6027785653529912,0.2435497590019847,0.79018996314148,0.026935072299404592,0.0,0.00652112276722427,0.0,0.09413098950949815,0.08222285228239297,0.032632342277012324,0.8284989122552574,0.4205946337926033,0.19144307469180566
16001002419,Census Tract 24.19,Ada County,Idaho,3797,0.21042928627864102,0.5664998683170924,0.22307084540426653,0.8975506979194101,0.0057940479325783514,0.0,0.014485119831445879,0.0,0.03766131156175928,0.04450882275480643,0.0029651593773165306,0.9362490733876946,0.34210526315789475,0.15937731653076354
16001010101,Census Tract 101.01,Ada County,Idaho,4001,0.22019495126218444,0.5546113471632091,0.22519370157460636,0.7728067983004249,0.0,0.0014996250937265683,0.09897525618595351,0.0,0.052236940764808795,0.07448137965508622,0.012837393021724819,0.9664252797893351,0.6556945358788677,0.2784726793943384
16001010102,Census Tract 101.02,Ada County,Idaho,6269,0.2663901738714308,0.5650023927261126,0.16860743340245654,0.9105120433881002,0.0,0.0,0.002552241186792152,0.0,0.062210878928058704,0.02472483649704897,0.0,0.9800046500813764,0.5559172285514996,0.23203906068356195
16001010224,Census Tract 102.24,Ada County,Idaho,4192,0.25548664122137404,0.5670324427480916,0.17748091603053434,0.8936068702290076,0.006440839694656489,0.0,0.013358778625954198,0.0,0.030295801526717556,0.05629770992366412,0.00862663906142167,0.9710144927536232,0.6400966183574879,0.24085576259489302
16001010226,Census Tract 102.26,Ada County,Idaho,3616,0.25138274336283184,0.5248893805309734,0.22372787610619468,0.8772123893805309,0.019081858407079644,0.0,0.0027654867256637168,0.0,0.034015486725663714,0.06692477876106195,0.0,0.971604938271605,0.22921810699588477,0.08477366255144032
16001010227,Census Tract 102.27,Ada County,Idaho,3354,0.20512820512820512,0.6022659511031604,0.19260584376863446,0.8267740011926058,0.011031604054859869,0.0002981514609421586,0.0,0.0,0.10703637447823494,0.054859868813357186,0.0,0.8478260869565217,0.35337650323774283,0.04625346901017576
16001010228,Census Tract 102.28,Ada County,Idaho,3924,0.19240570846075433,0.5112130479102956,0.2963812436289501,0.7336901121304791,0.0,0.0,0.0,0.0,0.21712538226299694,0.04918450560652395,0.0038938053097345134,0.9458407079646017,0.3939823008849557,0.12495575221238939
16001010229,Census Tract 102.29,Ada County,Idaho,5632,0.2998934659090909,0.5037286931818182,0.1963778409090909,0.841796875,0.004083806818181818,0.0,0.02734375,0.0,0.11612215909090909,0.01065340909090909,0.006530612244897959,0.963265306122449,0.4361904761904762,0.19319727891156463
16001010230,Census Tract 102.30,Ada County,Idaho,5132,0.25818394388152766,0.5946999220576773,0.14711613406079502,0.9023772408417771,0.001558846453624318,0.0,0.027474668745128605,0.0,0.034879189399844114,0.03371005455962588,0.0052925610114672155,0.9776536312849162,0.419288444575125,0.15613054983828287
