FIPS,Tract,County,State,measure,value
16027021103,Census Tract 211.03,Canyon County,Idaho,Gini Coefficient,0.3432
16027021104,Census Tract 211.04,Canyon County,Idaho,Gini Coefficient,0.4687
16027021105,Census Tract 211.05,Canyon County,Idaho,Gini Coefficient,0.3786
16027021201,Census Tract 212.01,Canyon County,Idaho,Gini Coefficient,0.3027
16027021202,Census Tract 212.02,Canyon County,Idaho,Gini Coefficient,0.4505
16027021300,Census Tract 213,Canyon County,Idaho,Gini Coefficient,0.4344
16027021500,Census Tract 215,Canyon County,Idaho,Gini Coefficient,0.4627
16027021600,Census Tract 216,Canyon County,Idaho,Gini Coefficient,0.3939
16027021701,Census Tract 217.01,Canyon County,Idaho,Gini Coefficient,0.3062
16027021702,Census Tract 217.02,Canyon County,Idaho,Gini Coefficient,0.3992
16027021801,Census Tract 218.01,Canyon County,Idaho,Gini Coefficient,0.3852
16027021802,Census Tract 218.02,Canyon County,Idaho,Gini Coefficient,0.3895
16027021901,Census Tract 219.01,Canyon County,Idaho,Gini Coefficient,0.3452
16027021904,Census Tract 219.04,Canyon County,Idaho,Gini Coefficient,0.3526
16027021905,Census Tract 219.05,Canyon County,Idaho,Gini Coefficient,0.4228
16027021906,Census Tract 219.06,Canyon County,Idaho,Gini Coefficient,0.33
16027021907,Census Tract 219.07,Canyon County,Idaho,Gini Coefficient,0.3615
16027022100,Census Tract 221,Canyon County,Idaho,Gini Coefficient,0.3995
16027022200,Census Tract 222,Canyon County,Idaho,Gini Coefficient,0.3851
16027022301,Census Tract 223.01,Canyon County,Idaho,Gini Coefficient,0.3864
16027022302,Census Tract 223.02,Canyon County,Idaho,Gini Coefficient,0.4402
16027022303,Census Tract 223.03,Canyon County,Idaho,Gini Coefficient,0.4459
16027022400,Census Tract 224,Canyon County,Idaho,Gini Coefficient,0.4389
16029960100,Census Tract 9601,Caribou County,Idaho,Gini Coefficient,0.3952
16029960200,Census Tract 9602,Caribou County,Idaho,Gini Coefficient,0.3979
16031950100,Census Tract 9501,Cassia County,Idaho,Gini Coefficient,0.4582
16031950200,Census Tract 9502,Cassia County,Idaho,Gini Coefficient,0.3918
16031950300,Census Tract 9503,Cassia County,Idaho,Gini Coefficient,0.4331
16031950400,Census Tract 9504,Cassia County,Idaho,Gini Coefficient,0.5065
16031950500,Census Tract 9505,Cassia County,Idaho,Gini Coefficient,0.4056
16031950600,Census Tract 9506,Cassia County,Idaho,Gini Coefficient,0.4346
16033950100,Census Tract 9501,Clark County,Idaho,Gini Coefficient,0.3311
16035940001,Census Tract 9400.01,Clearwater County,Idaho,Gini Coefficient,0.4145
16035940002,Census Tract 9400.02,Clearwater County,Idaho,Gini Coefficient,0.4273
16035970100,Census Tract 9701,Clearwater County,Idaho,Gini Coefficient,0.4158
16037960200,Census Tract 9602,Custer County,Idaho,Gini Coefficient,0.3927
16039960100,Census Tract 9601,Elmore County,Idaho,Gini Coefficient,0.4743
16039960201,Census Tract 9602.01,Elmore County,Idaho,Gini Coefficient,0.4054
16039960202,Census Tract 9602.02,Elmore County,Idaho,Gini Coefficient,0.3746
16039960300,Census Tract 9603,Elmore County,Idaho,Gini Coefficient,0.4231
16039960401,Census Tract 9604.01,Elmore County,Idaho,Gini Coefficient,0.436
16039960402,Census Tract 9604.02,Elmore County,Idaho,Gini Coefficient,0.344
16039960500,Census Tract 9605,Elmore County,Idaho,Gini Coefficient,0.3585
16041970100,Census Tract 9701,Franklin County,Idaho,Gini Coefficient,0.3863
16041970200,Census Tract 9702,Franklin County,Idaho,Gini Coefficient,0.4286
16043970100,Census Tract 9701,Fremont County,Idaho,Gini Coefficient,0.3347
16043970200,Census Tract 9702,Fremont County,Idaho,Gini Coefficient,0.3628
16043970301,Census Tract 9703.01,Fremont County,Idaho,Gini Coefficient,0.3654
16043970302,Census Tract 9703.02,Fremont County,Idaho,Gini Coefficient,0.3895
16045960100,Census Tract 9601,Gem County,Idaho,Gini Coefficient,0.342
16045960200,Census Tract 9602,Gem County,Idaho,Gini Coefficient,0.3849
16045960301,Census Tract 9603.01,Gem County,Idaho,Gini Coefficient,0.4774
16045960302,Census Tract 9603.02,Gem County,Idaho,Gini Coefficient,0.5484
16047960101,Census Tract 9601.01,Gooding County,Idaho,Gini Coefficient,0.4495
16047960102,Census Tract 9601.02,Gooding County,Idaho,Gini Coefficient,0.4521
16047960201,Census Tract 9602.01,Gooding County,Idaho,Gini Coefficient,0.3919
16047960202,Census Tract 9602.02,Gooding County,Idaho,Gini Coefficient,0.4361
16049940000,Census Tract 9400,Idaho County,Idaho,Gini Coefficient,0.4405
16049960100,Census Tract 9601,Idaho County,Idaho,Gini Coefficient,0.3901
16049960201,Census Tract 9602.01,Idaho County,Idaho,Gini Coefficient,0.4258
16049960202,Census Tract 9602.02,Idaho County,Idaho,Gini Coefficient,0.4401
16049960300,Census Tract 9603,Idaho County,Idaho,Gini Coefficient,0.4166
16049960400,Census Tract 9604,Idaho County,Idaho,Gini Coefficient,0.4149
16051960100,Census Tract 9601,Jefferson County,Idaho,Gini Coefficient,0.4188
16051960200,Census Tract 9602,Jefferson County,Idaho,Gini Coefficient,0.4001
16051960301,Census Tract 9603.01,Jefferson County,Idaho,Gini Coefficient,0.3513
16051960302,Census Tract 9603.02,Jefferson County,Idaho,Gini Coefficient,0.3525
16051960401,Census Tract 9604.01,Jefferson County,Idaho,Gini Coefficient,0.3317
16051960402,Census Tract 9604.02,Jefferson County,Idaho,Gini Coefficient,0.403
16053970100,Census Tract 9701,Jerome County,Idaho,Gini Coefficient,0.4786
16053970200,Census Tract 9702,Jerome County,Idaho,Gini Coefficient,0.4329
16053970300,Census Tract 9703,Jerome County,Idaho,Gini Coefficient,0.3892
16053970400,Census Tract 9704,Jerome County,Idaho,Gini Coefficient,0.4119
16053970501,Census Tract 9705.01,Jerome County,Idaho,Gini Coefficient,0.3084
16053970502,Census Tract 9705.02,Jerome County,Idaho,Gini Coefficient,0.4999
16055000101,Census Tract 1.01,Kootenai County,Idaho,Gini Coefficient,0.525
16055000102,Census Tract 1.02,Kootenai County,Idaho,Gini Coefficient,0.3773
16055000201,Census Tract 2.01,Kootenai County,Idaho,Gini Coefficient,0.3924
16055000202,Census Tract 2.02,Kootenai County,Idaho,Gini Coefficient,0.3734
16055000203,Census Tract 2.03,Kootenai County,Idaho,Gini Coefficient,0.3696
16055000301,Census Tract 3.01,Kootenai County,Idaho,Gini Coefficient,0.3543
16055000303,Census Tract 3.03,Kootenai County,Idaho,Gini Coefficient,0.3908
16055000304,Census Tract 3.04,Kootenai County,Idaho,Gini Coefficient,0.3061
16055000401,Census Tract 4.01,Kootenai County,Idaho,Gini Coefficient,0.4231
16055000402,Census Tract 4.02,Kootenai County,Idaho,Gini Coefficient,0.3984
16055000501,Census Tract 5.01,Kootenai County,Idaho,Gini Coefficient,0.397
16055000502,Census Tract 5.02,Kootenai County,Idaho,Gini Coefficient,0.3496
16055000503,Census Tract 5.03,Kootenai County,Idaho,Gini Coefficient,0.284
16055000601,Census Tract 6.01,Kootenai County,Idaho,Gini Coefficient,0.451
16055000602,Census Tract 6.02,Kootenai County,Idaho,Gini Coefficient,0.3828
16055000701,Census Tract 7.01,Kootenai County,Idaho,Gini Coefficient,0.393
16055000702,Census Tract 7.02,Kootenai County,Idaho,Gini Coefficient,0.3392
16055000703,Census Tract 7.03,Kootenai County,Idaho,Gini Coefficient,0.4094
16055000704,Census Tract 7.04,Kootenai County,Idaho,Gini Coefficient,0.3179
