"FIPS","County","State","Type","RE","Sex","AYA..15.39.years.","Alcohol.associated","All.Site","Bladder","Brain...ONS","Cervix","Cervix..21.65.years.","Cervix..Early.Stage.","Cervix..Late.Stage.","Colon...Rectum","Colon...Rectum..45.75.years.","Colon...Rectum..Early.Stage.","Colon...Rectum..Late.Stage.","Corpus.Uteri...Uterus..NOS","Esophagus","Female.Breast","Female.Breast..40.74.years.","Female.Breast..Early.Stage.","Female.Breast..Late.Stage.","HPV.associated","Head.and.Neck","Kidney...Renal.Pelvis","Leukemia","Liver...IBD","Lung...Bronchus","Lung...Bronchus..50.80.years.","Lung...Bronchus..Early.Stage.","Lung...Bronchus..Late.Stage.","Melanoma.of.the.Skin","Non.Hodgkin.Lymphoma","Obesity.associated","Oral.Cavity...Pharynx","Ovary","Pancreas","Pediatric..0.19.years.","Prostate","Stomach","Thyroid","Tobacco.associated"
56007,"Carbon County","Wyoming","Incidence","Hispanic","All",NA,149.6818,326.7877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.6525,NA,NA,NA,NA,NA,NA,NA,152.8476
56007,"Carbon County","Wyoming","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56007,"Carbon County","Wyoming","Incidence","Hispanic","Male",NA,NA,401.6153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56007,"Carbon County","Wyoming","Incidence","White NH","All",90.2663,138.6974,434.1562,20.2792,NA,NA,NA,NA,NA,34.8142,NA,NA,25.0538,NA,NA,156.6894,297.8012,99.8772,53.7326,NA,NA,NA,NA,NA,46.3866,136.9327,NA,27.929,NA,NA,154.2015,NA,NA,NA,NA,149.5501,NA,NA,171.6669
56007,"Carbon County","Wyoming","Incidence","White NH","Female",NA,197.7415,433.8142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.6894,297.8012,99.8772,53.7326,NA,NA,NA,NA,NA,60.5061,170.7176,NA,NA,NA,NA,210.608,NA,NA,NA,NA,NA,NA,NA,151.8834
56007,"Carbon County","Wyoming","Incidence","White NH","Male",NA,85.1134,439.7961,NA,NA,NA,NA,NA,NA,41.6929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.291,NA,NA,NA,NA,149.5501,NA,NA,192.4498
56009,"Converse County","Wyoming","Incidence","All","All",NA,126.7759,405.2632,33.4124,NA,NA,NA,NA,NA,45.5665,77.5484,NA,24.3725,NA,NA,112.6353,243.1385,67.0135,45.6217,NA,27.8355,NA,NA,NA,41.7389,137.1914,NA,19.3912,18.5763,NA,153.2504,NA,NA,NA,NA,112.5185,NA,NA,172.0179
56009,"Converse County","Wyoming","Incidence","All","Female",NA,153.0621,365.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.6353,243.1385,67.0135,45.6217,NA,NA,NA,NA,NA,40.2635,145.206,NA,NA,NA,NA,198.1441,NA,NA,NA,NA,NA,NA,NA,108.4285
56009,"Converse County","Wyoming","Incidence","All","Male",NA,104.0777,454.5514,58.2803,NA,NA,NA,NA,NA,69.9038,NA,NA,41.6089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1865,NA,NA,NA,NA,NA,113.3359,NA,NA,NA,NA,112.5185,NA,NA,245.2948
56009,"Converse County","Wyoming","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56009,"Converse County","Wyoming","Incidence","White NH","All",NA,128.5044,412.278,32.242,NA,NA,NA,NA,NA,42.9011,76.3173,NA,21.7689,NA,NA,116.1939,258.2834,67.6991,48.4948,NA,29.058,NA,NA,NA,39.9119,128.1907,NA,19.8553,NA,NA,154.3317,NA,NA,NA,NA,120.5419,NA,NA,169.048
56009,"Converse County","Wyoming","Incidence","White NH","Female",NA,157.8288,366.0542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.1939,258.2834,67.6991,48.4948,NA,NA,NA,NA,NA,35.6852,NA,NA,NA,NA,NA,202.5863,NA,NA,NA,NA,NA,NA,NA,104.1161
56009,"Converse County","Wyoming","Incidence","White NH","Male",NA,102.7766,471.7882,59.1347,NA,NA,NA,NA,NA,65.9987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2957,NA,NA,NA,NA,NA,110.7997,NA,NA,NA,NA,120.5419,NA,NA,247.8793
56011,"Crook County","Wyoming","Incidence","All","All",NA,128.2111,429.128,25.237,NA,NA,NA,NA,NA,42.0913,NA,NA,32.6075,NA,NA,129.2081,274.6217,86.2847,NA,NA,NA,NA,NA,NA,54.4506,176.4963,NA,33.1168,NA,NA,162.7654,NA,NA,NA,NA,100.6681,NA,NA,178.6994
56011,"Crook County","Wyoming","Incidence","All","Female",NA,161.8034,384.5379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.2081,274.6217,86.2847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.4919,NA,NA,NA,NA,NA,NA,NA,107.5304
56011,"Crook County","Wyoming","Incidence","All","Male",NA,93.2316,472.5017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2377,220.2366,NA,NA,NA,NA,101.3576,NA,NA,NA,NA,100.6681,NA,NA,247.638
56011,"Crook County","Wyoming","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,"Crook County","Wyoming","Incidence","White NH","All",NA,130.3945,431.8516,25.9935,NA,NA,NA,NA,NA,43.2798,NA,NA,33.3891,NA,NA,130.7746,277.8241,92.2174,NA,NA,NA,NA,NA,NA,54.9201,177.5922,NA,32.9067,NA,NA,163.7805,NA,NA,NA,NA,100.7487,NA,NA,181.4592
56011,"Crook County","Wyoming","Incidence","White NH","Female",NA,164.8512,393.5788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.7746,277.8241,92.2174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.8727,NA,NA,NA,NA,NA,NA,NA,106.5745
56011,"Crook County","Wyoming","Incidence","White NH","Male",NA,94.6093,467.4832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6446,225.2238,NA,NA,NA,NA,103.0043,NA,NA,NA,NA,100.7487,NA,NA,252.425
56013,"Fremont County","Wyoming","Incidence","All","All",59.7277,124.3571,387.8332,20.2153,NA,NA,NA,NA,NA,44.0955,93.5389,15.1747,28.4857,19.1353,NA,121.1016,228.6638,78.8605,40.8931,9.1237,23.7846,15.7103,11.4816,NA,40.3532,120.8725,15.7738,21.8695,20.1773,14.5813,160.3456,7.967,NA,10.9745,NA,102.3769,NA,13.0232,161.391
56013,"Fremont County","Wyoming","Incidence","All","Female",81.3454,173.5399,381.9419,NA,NA,NA,NA,NA,NA,38.7591,80.3212,12.5814,25.3485,19.1353,NA,121.1016,228.6638,78.8605,40.8931,NA,29.449,NA,NA,NA,36.9697,113.6308,13.5905,20.0865,14.3276,14.1115,212.5934,NA,NA,NA,NA,NA,NA,20.3463,129.7108
56013,"Fremont County","Wyoming","Incidence","All","Male",NA,74.0455,406.2946,33.5437,NA,NA,NA,NA,NA,49.5247,107.1472,17.8493,31.6754,NA,NA,NA,NA,NA,NA,NA,18.4001,22.0678,NA,NA,46.1752,129.2312,19.5094,24.3585,26.3956,15.3234,108.3581,NA,NA,13.1498,NA,102.3769,NA,NA,199.4927
56013,"Fremont County","Wyoming","Incidence","American Indian/Alaska Native NH","All",NA,159.8969,520.6103,NA,NA,NA,NA,NA,NA,60.6938,177.6607,NA,NA,NA,NA,115.0818,259.6191,95.3284,NA,NA,NA,65.1388,NA,NA,NA,NA,NA,NA,NA,NA,287.2603,NA,NA,NA,NA,NA,NA,NA,298.593
56013,"Fremont County","Wyoming","Incidence","American Indian/Alaska Native NH","Female",NA,181.972,501.4053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.0818,259.6191,95.3284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.736,NA,NA,NA,NA,NA,NA,NA,228.1213
56013,"Fremont County","Wyoming","Incidence","American Indian/Alaska Native NH","Male",NA,139.0726,669.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.9546,NA,NA,NA,NA,NA,NA,NA,513.004
56013,"Fremont County","Wyoming","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Hispanic","All",NA,NA,305.7847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.8411,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56013,"Fremont County","Wyoming","Incidence","White NH","All",57.1024,118.6682,374.6456,21.1335,NA,NA,NA,NA,NA,37.937,70.1733,11.8755,25.5795,14.8344,NA,130.0753,248.6753,84.8629,43.6674,7.4227,20.293,11.0932,10.0495,NA,40.2261,118.1765,15.2105,22.7919,24.3845,15.0248,139.5943,6.1857,NA,10.3412,NA,102.1331,NA,11.2379,144.7018
56013,"Fremont County","Wyoming","Incidence","White NH","Female",NA,176.248,368.8341,NA,NA,NA,NA,NA,NA,33.5713,53.4688,NA,22.7983,14.8344,NA,130.0753,248.6753,84.8629,43.6674,NA,26.0032,NA,NA,NA,34.637,99.815,NA,20.4205,17.9018,13.6876,193.8314,NA,NA,NA,NA,NA,NA,NA,116.3273
56013,"Fremont County","Wyoming","Incidence","White NH","Male",NA,61.2438,392.3874,33.9504,NA,NA,NA,NA,NA,42.4751,86.7148,NA,28.5473,NA,NA,NA,NA,NA,NA,NA,14.8693,NA,NA,NA,48.0286,137.5931,19.9636,25.5184,31.0198,16.4722,86.0321,NA,NA,NA,NA,102.1331,NA,NA,178.2795
56015,"Goshen County","Wyoming","Incidence","All","All",89.9978,96.6963,341.0732,15.3557,NA,NA,NA,NA,NA,26.4869,58.6333,NA,17.4194,NA,NA,92.6174,178.7396,52.6042,NA,NA,35.591,16.6968,NA,NA,32.1738,85.1825,NA,22.0667,27.3252,NA,135.019,NA,NA,NA,NA,81.2667,NA,NA,138.3149
56015,"Goshen County","Wyoming","Incidence","All","Female",NA,123.5688,302.0398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6174,178.7396,52.6042,NA,NA,NA,NA,NA,NA,30.8719,NA,NA,NA,NA,NA,167.2049,NA,NA,NA,NA,NA,NA,NA,93.3456
56015,"Goshen County","Wyoming","Incidence","All","Male",NA,71.4781,386.7921,29.1743,NA,NA,NA,NA,NA,34.6627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2843,NA,NA,NA,NA,NA,104.0488,NA,NA,NA,NA,81.2667,NA,NA,182.6761
56015,"Goshen County","Wyoming","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Hispanic","All",NA,NA,342.1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,"Goshen County","Wyoming","Incidence","White NH","All",NA,88.8781,346.5998,15.5373,NA,NA,NA,NA,NA,25.2274,NA,NA,NA,NA,NA,83.6958,162.3454,53.5206,NA,NA,34.476,17.0448,NA,NA,33.2285,92.0286,NA,24.2373,31.268,NA,137.0805,NA,NA,NA,NA,82.2777,NA,NA,136.5112
56015,"Goshen County","Wyoming","Incidence","White NH","Female",NA,113.51,307.4561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6958,162.3454,53.5206,NA,NA,NA,NA,NA,NA,33.7533,NA,NA,NA,NA,NA,174.0447,NA,NA,NA,NA,NA,NA,NA,97.9493
56015,"Goshen County","Wyoming","Incidence","White NH","Male",NA,63.6396,391.6064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2966,NA,NA,NA,NA,82.2777,NA,NA,174.6793
56017,"Hot Springs County","Wyoming","Incidence","All","All",NA,112.5262,368.3417,NA,NA,NA,NA,NA,NA,41.4253,NA,NA,NA,NA,NA,126.9457,343.1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.344,NA,NA,NA,NA,92.6303,NA,NA,139.385
56017,"Hot Springs County","Wyoming","Incidence","All","Female",NA,186.1607,378.2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.9457,343.1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.7862,NA,NA,NA,NA,NA,NA,NA,134.382
56017,"Hot Springs County","Wyoming","Incidence","All","Male",NA,NA,375.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6303,NA,NA,148.436
56017,"Hot Springs County","Wyoming","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56017,"Hot Springs County","Wyoming","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56017,"Hot Springs County","Wyoming","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56017,"Hot Springs County","Wyoming","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56017,"Hot Springs County","Wyoming","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
