FIPS,County,State,Insurance Coverage,Medicaid Enrollment,Household Income,Annual Labor Force Participation Rate,Annual Unemployment Rate,Below Poverty,Received Public Assistance,Monthly Unemployment Rate (Jun),Uninsured
56017,Hot Springs County,Wyoming,0.8498346196251378,0.17618522601984565,64031.0,0.5679507758159443,0.01413094677343382,0.08893709327548807,0.07980997624703087,0.025,0.15016538037486216
56019,Johnson County,Wyoming,0.88450101106221,0.12239800166527894,60667.0,0.5763927968486213,0.023431779350744447,0.11159357359965262,0.023419793502895997,0.025,0.11549898893778998
56021,Laramie County,Wyoming,0.9136981346561257,0.11725313904820958,76282.0,0.6569612041001687,0.03511613209037762,0.05778798316111749,0.06672784794841452,0.028999999999999998,0.0863018653438743
56023,Lincoln County,Wyoming,0.8770629157568679,0.07962220078200376,83033.0,0.6646985501541691,0.02595736281089617,0.05476556495003843,0.04115873640057675,0.027000000000000003,0.1229370842431321
56025,Natrona County,Wyoming,0.889217322613936,0.1240205384331163,69104.0,0.6741220702343812,0.03500569584203531,0.0681873568260467,0.06578507371941024,0.03,0.11078267738606395
56027,Niobrara County,Wyoming,0.9147982062780269,0.18699551569506725,54375.0,0.5589645254074784,0.05317324185248713,0.17412935323383086,0.07742537313432836,0.019,0.08520179372197312
56029,Park County,Wyoming,0.8833715132731438,0.12235547769842339,66754.0,0.6124984673233335,0.02715868143600694,0.06610562263690695,0.048122605363984675,0.025,0.11662848672685622
56031,Platte County,Wyoming,0.8180960245369824,0.14262121033384453,64753.0,0.5330630504683349,0.03960136375557304,0.045068027210884355,0.08003108003108003,0.026000000000000002,0.18190397546301762
56033,Sheridan County,Wyoming,0.8951966483712773,0.09538501510181546,68898.0,0.6379817242749305,0.02982936853904596,0.03975415195501504,0.036200826572784325,0.025,0.10480335162872267
56035,Sublette County,Wyoming,0.8959306964550325,0.0500398951327938,85960.0,0.6651480637813212,0.0391695205479452,0.055649957519116396,0.005176876617773943,0.031000000000000003,0.10406930354496746
56037,Sweetwater County,Wyoming,0.8784693120045978,0.10570176488900597,79375.0,0.6830100519504473,0.05711328142580674,0.09199925051527075,0.07535965717783899,0.033,0.12153068799540223
56039,Teton County,Wyoming,0.8812655833548276,0.055412260338749894,108279.0,0.7862657456318569,0.020930232558139535,0.03849358440259957,0.024883359253499222,0.016,0.11873441664517237
56041,Uinta County,Wyoming,0.8920658314910341,0.12940309506263817,78164.0,0.6398061389337641,0.03423896576103424,0.025504151838671413,0.07421566042710255,0.033,0.10793416850896587
56043,Washakie County,Wyoming,0.8846559451621407,0.10044819404165568,61875.0,0.6403620196887901,0.017852715100421523,0.033236994219653176,0.04745166959578207,0.033,0.11534405483785926
56045,Weston County,Wyoming,0.822037805440295,0.08560012294452128,71800.0,0.5528626624517036,0.03589580686149937,0.14922907488986784,0.0356330553449583,0.021,0.17796219455970497
