"FIPS","Tract","County","State","PM25","Lead.Paint","Diesel.PM","Toxics.Release.to.Air","Traffic.Proximity","Water.Discharge","Superfund.Proximity","RMP.Proximity","Hazardous.Waste.Proximity","Ozone","Underground.Storage.Tanks","Nitrogen.Dioxide","Drinking.Water.Noncompliance"
16001000810,"Census Tract 0008.10","Ada County","Idaho",8.82377240437159,0.117913832199546,0.219423214295346,49.6009499437317,1292202.17901628,176.64868787918,0,0.137071885328639,0.508510490114446,61.02013,6.35434808907993,8.6628517655908,0.122059758423395
16001000901,"Census Tract 0009.01","Ada County","Idaho",8.85474453551913,0.230769230769231,0.223768651375804,53.0462678010593,1438916.93182186,192.866690138694,0,0.11692206944308,0.441918401065991,61.04568,4.6640559515862,8.68418198011751,0
16001000902,"Census Tract 0009.02","Ada County","Idaho",8.82505792349727,0.18304576144036,0.232832084300886,52.7698300692098,1607587.39755414,270.688472090492,0,0.100964731796101,0.401157471286571,61.0351,2.16588003616761,9.11437396353422,0
16001001001,"Census Tract 0010.01","Ada County","Idaho",9.0277912568306,0.527659574468085,0.250146033274011,151.869908431924,2102504.77440124,2367.73150808036,0,0,0.339972390352727,61.09818,5.8989296003702,9.57414130210447,0
16001001002,"Census Tract 0010.02","Ada County","Idaho",8.91536967213115,0.055602358887953,0.242297808048804,63.77288402,1748064.98793298,312.361237752274,0,0,0.305374972281374,61.09479,0.822513158718158,9.43000030517578,0
16001001003,"Census Tract 0010.03","Ada County","Idaho",8.99182896174863,0.501690331304936,0.249284730458171,93.0807637256611,1658513.82290887,2156.91206010979,0,0,0.401731014464954,61.07147,2.16045304790678,8.7721004486084,0
16001001100,"Census Tract 0011.00","Ada County","Idaho",9.10439234972678,0.101339285714286,0.137049090387775,57.1143844886528,1691275.69635662,2862.32632600546,0,0,0.9931623392886,61.04677,2.87057570750607,9.828185232618,18.56477575604
16001001201,"Census Tract 0012.01","Ada County","Idaho",9.21614808743169,0.374081496325985,0.133092888058829,72.7753020883685,1642698.03039179,2890.54142864098,0,0,0.783362756859685,61.11019,3.03572310751538,9.57485293130327,1.42362113774184
16001001203,"Census Tract 0012.03","Ada County","Idaho",9.1892393442623,0.27728285077951,0.147375282671039,94.2921635296803,2008148.91389025,2825.22042195731,0,0,0.419571906861129,61.09912,2.07654547603803,9.7987056124325,0.892123732778788
16001001204,"Census Tract 0012.04","Ada County","Idaho",9.26288743169399,0.044518642181413,0.267275784563267,144.908380337982,2303447.86999656,2929.34493587894,0,0,0.320791294035773,61.0555,2.41963448321917,10.3491084735139,0.144557823129252
16001001401,"Census Tract 0014.01","Ada County","Idaho",9.12566803278689,0.33005733005733,0.250160011162141,161.398489505109,1700555.18398268,2447.74175691389,0,0,0.311580362001489,61.0659,8.57804221115802,9.32287162482761,0
